fish,date,Site,trap,species,sex,status,TL,SL,head_width,body_width,papilla,total_mass,liver,acc_gland,total_gonad,gsi,hsi,body_condition,Comments (note intersex or fin erosion),substrate
2247,April,Gr1,B2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2248,April,Gr1,B2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2249,April,Gr1,B2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2250,April,Gr1,B2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2251,April,Gr1,B2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2252,April,Gr1,B2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2253,April,Gr1,B2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2254,April,Gr1,B2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2255,April,Gr1,B2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2256,April,Gr1,B2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2257,April,Gr1,B2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2258,April,Gr1,B2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2259,April,Gr1,B2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2260,April,Gr1,B2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2261,April,Gr1,B2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2262,April,Gr1,B2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2263,April,Gr1,B2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2264,April,Gr1,B2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2265,April,Gr1,B2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2266,April,Gr1,B2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2267,April,Gr1,B2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2268,April,Gr1,B2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2269,April,Gr1,B2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2270,April,Gr1,B2,NM,M,SM,68.63,56.18,10.01,9.19,5.14,3.236,NA,NA,0.073,NA,NA,NA,NA,Gravel
2271,April,Gr1,B2,NM,M,SM,63.83,51.77,8.62,7.94,4.46,2.218,0.007,NA,0.078,0.08,NA,NA,NA,Gravel
2272,May,Gr3,B1,NM,M,PM,120.19,99.95,22.62,16.94,5.83,22.873,0.507,0.298,0.562,NA,NA,NA,NA,Gravel
2273,May,Gr3,B1,NM,M,PM,113.66,94.62,19.71,16.78,6.64,19.47,0.501,0.073,0.304,NA,NA,NA,NA,Gravel
2274,May,Gr3,B1,NM,M,PM,105.42,88.56,18.56,17.14,6.18,16.682,0.443,0.036,0.223,NA,NA,NA,NA,Gravel
2275,May,Gr3,B1,NM,M,NRM,105.07,87.01,17.43,15.45,5.52,15.058,0.334,0.062,0.251,NA,NA,NA,NA,Gravel
2276,May,Gr3,B1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2277,May,Gr3,B1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2278,May,Gr3,B1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2279,May,Gr3,B1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2280,May,Gr3,B1,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2281,May,Gr3,B1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2282,May,Gr3,B1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2283,May,Gr3,B1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2284,May,Gr3,B1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2285,May,Gr3,B1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2286,May,Gr3,B1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2287,May,Gr3,B1,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2288,May,Gr3,B1,NM,M,SM,81.96,67.47,11.78,11.2,3.34,6.361,0.106,NA,0.402,NA,NA,NA,NA,Gravel
2289,May,Gr3,B1,NM,M,PM,69.57,56.88,8.39,8.81,4.77,3.521,0.038,0.011,0.208,NA,NA,NA,NA,Gravel
2290,May,Gr3,S2,NM,M,NRM,118.66,99.57,21.43,18.88,6.96,21.248,0.687,0.228,0.466,NA,NA,NA,NA,Gravel
2291,May,Gr3,S2,NM,M,NRM,121.04,101.28,NA,NA,NA,27.608,NA,NA,NA,NA,NA,NA,NA,Gravel
2292,May,Gr3,S2,NM,M,NRM,108.77,89.86,NA,NA,NA,13.912,NA,NA,NA,NA,NA,NA,NA,Gravel
2293,May,Gr3,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2294,May,Gr3,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2295,May,Gr3,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2296,May,Gr3,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2297,May,Gr3,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2298,May,Gr3,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2299,May,Gr3,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2300,May,Gr3,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2301,May,Gr3,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2302,May,Gr3,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2303,May,Gr3,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2304,May,Gr3,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2305,May,Gr3,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2306,May,Gr3,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2307,May,Gr3,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2308,May,Gr3,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2309,May,Gr3,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2310,May,Gr3,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2311,May,Gr3,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2312,May,Gr3,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2313,May,Gr3,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2314,May,Gr3,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2315,May,Gr3,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2316,May,Gr3,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2317,May,Gr3,S2,NM,M,NRM,84.63,69.75,NA,NA,NA,6.637,NA,NA,NA,NA,NA,NA,NA,Gravel
2318,May,Gr3,S2,NM,M,NRM,72.48,59.97,NA,NA,NA,4.017,NA,NA,NA,NA,NA,NA,NA,Gravel
2319,May,Gr3,S2,NM,M,SM,66.34,54.74,9.73,10.12,5.18,3.015,0.028,0.006,0.215,NA,NA,NA,NA,Gravel
2320,May,Gr3,S2,NM,M,SM,71.81,58.01,9.88,9.69,5.51,3.746,0.012,0.008,0.322,NA,NA,NA,NA,Gravel
2321,May,Gr3,S2,NM,M,SM,69.61,56.08,9.95,9.47,4.94,3.859,0.02,NA,0.152,NA,NA,NA,NA,Gravel
2322,May,Gr3,S2,NM,M,SM,69.43,56.39,9.73,9.61,5.56,3.409,0.011,0.01,0.218,NA,NA,NA,NA,Gravel
2323,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2324,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2325,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2326,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2327,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2328,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2329,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2330,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2331,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2332,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2333,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2334,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2335,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2336,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2337,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2338,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2339,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2340,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2341,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2342,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2343,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2344,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2345,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2346,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2347,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2348,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2349,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2350,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2351,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2352,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2353,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2354,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2355,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2356,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2357,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2358,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2359,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2360,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2361,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2362,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2363,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2364,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2365,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2366,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2367,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2368,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2369,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2370,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2371,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2372,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2373,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2374,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2375,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2376,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2377,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2378,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2379,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2380,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2381,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2382,May,Gr3,S2,NM,M,SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2383,May,Gr3,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2384,May,Gr3,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2385,May,Gr3,S2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2386,May,Gr3,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2387,May,Gr3,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2388,May,Gr3,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2389,May,Gr3,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2390,May,Gr3,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2391,May,Gr3,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2392,May,Gr3,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2393,May,Gr3,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2394,May,Gr3,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2395,May,Gr3,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2396,May,Gr3,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2397,May,Gr3,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2398,May,Gr3,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2399,May,Gr3,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2400,May,Gr3,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2401,May,Gr3,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2402,May,Gr3,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2403,May,Gr3,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2404,May,Gr3,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2405,May,Gr3,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2406,May,Gr3,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2407,May,Gr3,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2408,May,Gr3,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2409,May,Gr3,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2410,May,Gr3,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2411,May,Gr3,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2412,May,Gr3,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2413,May,Gr3,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2414,May,Gr3,S2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2415,May,Gr3,B3u,NM,M,PM,130.57,110.77,23.84,19.86,6.06,26.518,0.387,0.243,0.478,NA,NA,NA,NA,Gravel
2416,May,Gr3,B3u,NM,M,PM,132.96,110.39,22.91,20.21,7.12,27.386,0.511,0.186,0.343,NA,NA,NA,NA,Gravel
2417,May,Gr3,B3u,NM,M,PM,118.84,100.17,19.82,18.42,5.33,21.252,0.283,0.061,0.247,NA,NA,NA,NA,Gravel
2418,May,Gr3,B3u,NM,M,PM,121.44,104.21,NA,NA,NA,19.396,NA,NA,NA,NA,NA,NA,NA,Gravel
2419,May,Gr3,B3u,NM,M,SM,69.7,57.23,10.4,10.28,4.47,3.706,NA,0.022,0.078,NA,NA,NA,NA,Gravel
2420,May,Gr3,B3u,NM,M,SM,66.36,54.07,9.29,8.69,4.29,2.778,0.009,NA,0.116,NA,NA,NA,NA,Gravel
2421,May,Gr3,B3u,NM,F,RF,74.34,61.14,10.28,10.97,3.63,4.66,0.018,NA,0.437,NA,NA,NA,NA,Gravel
2422,May,Gr3,B3u,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2423,May,Gr3,B3u,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2424,May,Gr3,B3u,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2425,May,Gr3,B3u,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2426,May,Gr3,B3u,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2427,May,Gr3,B3u,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2428,May,Gr3,B3u,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2429,May,Gr3,B3u,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2430,May,Gr3,B3u,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2431,May,Gr3,B3u,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2432,May,Gr3,B3u,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2433,May,Gr3,B2,NM,M,PM,107.44,88.34,18.85,17.87,6.19,17.468,0.247,0.103,0.301,NA,NA,NA,NA,Gravel
2434,May,Gr3,B2,NM,M,PM,117.22,98.43,20.88,19.65,7.02,20.921,0.646,0.134,0.373,NA,NA,NA,NA,Gravel
2435,May,Gr3,B2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2436,May,Gr3,B2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2437,May,Gr3,B2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2438,May,Gr3,B2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2439,May,Gr3,B2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2440,May,Gr3,B2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2441,May,Gr3,B2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2442,May,Gr3,B2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2443,May,Gr3,B2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2444,May,Gr3,B2,NM,M,NRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2445,May,Gr3,B2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2446,May,Gr3,B2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2447,May,Gr3,B2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2448,May,Gr3,B2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2449,May,Gr3,B2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2450,May,Gr3,B2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2451,May,Gr3,B2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2452,May,Gr3,B2,NM,F,NRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravel
2453,May,Gr3,B2,NM,F,RF,71.52,58.84,8.73,9.37,3.55,3.377,0.021,NA,0.314,NA,NA,NA,NA,Gravel
2454,May,Gr3,Net,NM,M,PM,91.54,76.39,14.56,13.14,4.26,8.142,0.152,0.023,0.096,NA,NA,NA,NA,Gravel
